air_temp_prev2,air_temp_prev1,air_temp,humidity_prev2,humidity_prev1,humidity,soil_moisture_prev2,soil_moisture_prev1,soil_moisture,leaf_temp_delta_prev2,leaf_temp_delta_prev1,leaf_temp_delta,future_label
30.7,32.5,37.8,58.6,46.1,37.1,64.9,61.5,47.8,1.5,3.6,6.9,future_heat_stress
31.5,30.2,30.0,58.8,58.5,48.9,52.9,51.8,42.7,1.4,3.4,3.4,future_root_zone_stress
28.9,34.1,37.9,62.4,44.9,26.5,67.5,53.8,49.9,1.1,3.5,6.7,future_heat_stress
29.2,35.3,37.5,64.1,41.0,31.1,62.2,60.4,57.3,2.8,4.2,7.8,future_heat_stress
28.8,31.6,35.4,56.4,54.7,36.8,56.0,51.0,37.5,1.4,2.4,4.9,future_water_stress
29.7,29.3,28.8,68.8,70.5,67.6,66.4,64.7,66.8,0.1,1.4,0.2,stable
29.1,34.6,39.8,56.6,45.0,36.1,65.5,61.0,49.8,2.1,3.0,7.4,future_heat_stress
29.6,30.6,33.4,58.0,56.5,53.2,58.9,51.9,46.1,2.9,2.6,4.0,future_root_zone_stress
30.0,30.7,33.2,60.8,48.7,35.2,58.2,50.2,21.7,1.9,2.3,5.0,future_water_stress
28.1,32.1,35.2,59.8,45.4,36.4,64.1,53.0,22.0,1.0,2.6,5.3,future_water_stress
29.9,28.4,32.2,59.1,50.6,51.1,52.7,48.2,49.5,2.1,2.1,4.6,future_root_zone_stress
29.8,31.9,33.7,64.7,50.1,38.2,60.9,41.4,36.3,1.0,3.1,5.7,future_water_stress
25.6,25.8,26.2,69.7,68.8,72.2,74.9,75.0,74.2,1.6,0.6,1.2,stable
29.7,31.6,35.7,62.7,47.6,36.9,56.2,40.9,26.9,2.0,2.6,5.4,future_water_stress
25.9,26.7,26.5,77.3,77.6,75.0,76.8,78.7,75.5,1.3,1.8,1.2,stable
27.9,28.2,30.9,51.6,45.5,50.7,59.5,49.9,45.8,2.1,3.8,3.7,future_root_zone_stress
27.6,27.2,28.0,62.2,63.4,64.2,64.7,64.1,62.9,1.1,0.8,0.6,stable
31.8,30.7,31.3,58.5,46.4,51.3,51.8,46.1,45.0,2.5,2.9,3.3,future_root_zone_stress
31.5,35.4,39.2,61.2,46.4,29.8,59.0,58.4,49.3,2.0,3.9,6.5,future_heat_stress
30.0,31.2,33.1,62.4,49.6,43.5,55.9,50.2,24.3,1.2,3.3,4.8,future_water_stress
30.0,31.3,35.1,59.9,48.1,35.8,55.2,47.8,25.7,1.4,2.5,4.2,future_water_stress
25.5,24.5,25.7,72.0,73.1,74.2,65.7,66.4,64.5,0.6,0.8,1.3,stable
27.3,29.9,30.1,64.5,58.1,49.6,55.6,53.0,45.0,1.1,2.6,4.5,future_root_zone_stress
29.5,33.1,35.1,56.4,55.0,42.5,60.7,46.8,37.5,1.5,2.6,5.5,future_water_stress
29.1,31.3,34.6,56.5,46.0,39.6,57.7,45.1,23.2,1.4,2.8,5.6,future_water_stress
29.4,32.4,37.7,57.9,51.8,33.1,65.5,55.2,58.9,2.2,4.2,7.0,future_heat_stress
29.6,28.7,29.2,72.8,72.7,74.6,73.6,73.0,75.1,0.3,0.6,1.1,stable
30.7,30.8,35.9,64.1,45.4,42.7,57.0,40.8,36.0,1.8,3.9,5.2,future_water_stress
29.9,32.3,31.8,53.4,52.2,51.6,54.3,49.2,42.2,2.5,2.7,4.7,future_root_zone_stress
27.3,28.5,33.3,59.1,58.4,40.3,52.2,46.3,44.5,2.4,2.3,3.1,future_root_zone_stress
30.9,34.8,36.2,64.1,46.9,37.7,55.5,64.9,49.5,2.9,3.2,7.6,future_heat_stress
29.8,30.7,30.3,74.5,75.1,76.2,77.1,79.1,78.0,0.6,0.0,0.7,stable
31.3,33.8,38.8,57.1,46.0,29.9,65.9,54.7,54.6,2.1,4.0,7.2,future_heat_stress
31.1,33.4,33.5,59.1,52.0,39.4,55.3,55.0,39.3,1.7,2.1,4.5,future_water_stress
30.8,30.5,33.7,57.2,52.6,40.1,55.8,40.5,35.1,1.6,2.3,5.3,future_water_stress
28.0,28.5,27.0,60.6,59.7,58.0,74.1,74.3,75.6,0.2,0.9,1.4,stable
28.2,32.2,33.6,59.9,45.4,42.5,61.5,52.8,39.1,1.9,3.6,4.7,future_water_stress
30.4,33.0,33.1,61.2,50.0,38.4,62.2,47.1,32.2,1.6,3.4,4.9,future_water_stress
29.7,30.6,29.0,74.8,71.9,73.1,64.9,63.0,63.0,1.1,0.7,1.7,stable
25.9,26.1,26.7,77.3,78.1,77.4,61.6,61.2,63.5,1.4,0.3,1.2,stable
30.1,32.3,33.6,61.7,51.1,38.3,63.4,49.3,34.4,1.7,3.1,4.2,future_water_stress
32.0,34.5,37.9,59.2,40.6,35.8,67.1,64.2,48.3,1.8,4.1,5.7,future_heat_stress
27.8,32.0,33.7,60.6,52.9,43.4,55.5,50.9,41.6,2.3,2.2,4.2,future_root_zone_stress
28.4,28.6,28.4,78.7,76.2,79.9,76.2,77.0,75.0,0.7,0.4,2.0,stable
30.2,33.4,35.2,57.8,53.0,39.6,58.1,49.6,25.6,1.6,2.6,5.7,future_water_stress
27.2,28.5,32.9,55.4,50.1,40.2,55.6,47.3,41.3,2.6,2.3,4.7,future_root_zone_stress
29.4,33.8,35.1,64.2,49.4,35.1,55.0,41.3,27.0,1.3,3.3,5.5,future_water_stress
28.8,35.7,38.4,64.1,42.6,30.2,55.3,58.9,58.1,2.1,3.6,7.4,future_heat_stress
31.9,28.2,33.2,58.3,48.8,49.4,58.9,53.5,43.1,2.0,3.6,4.0,future_root_zone_stress
27.5,30.7,33.5,55.9,53.3,54.1,56.5,54.0,45.3,1.9,2.3,4.6,future_root_zone_stress
30.5,29.7,31.7,64.9,46.1,47.3,57.0,46.2,44.2,1.9,2.3,4.4,future_root_zone_stress
31.4,34.1,37.7,56.4,53.8,39.9,69.1,63.5,59.0,3.0,3.0,5.7,future_heat_stress
28.8,33.2,33.6,62.4,50.2,36.6,61.0,54.9,39.7,1.3,2.2,5.6,future_water_stress
31.1,32.5,37.7,58.0,50.9,29.0,61.7,64.2,45.3,1.9,4.9,6.7,future_heat_stress
29.7,34.0,39.9,61.4,51.2,31.9,58.4,52.2,57.6,1.9,4.6,6.0,future_heat_stress
28.8,32.2,36.3,59.7,43.1,39.0,58.2,54.5,47.8,2.4,4.8,6.4,future_heat_stress
27.0,31.9,32.1,60.1,59.9,50.7,53.7,54.3,43.3,1.2,2.6,4.3,future_root_zone_stress
30.7,32.8,37.3,56.2,50.1,29.6,61.2,55.8,45.4,2.2,4.0,6.3,future_heat_stress
28.7,30.0,33.2,55.6,46.5,44.6,59.9,45.1,31.5,1.2,2.6,4.9,future_water_stress
30.5,34.9,37.1,57.1,45.3,31.3,68.4,52.8,48.6,1.5,3.8,6.5,future_heat_stress
28.6,32.2,30.3,63.2,46.8,42.8,57.6,52.0,43.3,2.2,2.7,4.9,future_root_zone_stress
26.4,27.0,25.7,64.2,64.1,64.1,72.4,71.6,72.9,0.4,1.5,1.4,stable
28.9,30.4,35.9,55.6,50.9,35.8,62.2,40.8,28.7,1.3,2.3,4.2,future_water_stress
30.3,30.9,34.3,62.3,51.2,35.3,56.7,49.0,21.7,1.1,2.2,4.6,future_water_stress
28.3,32.5,36.4,64.0,52.2,36.0,61.7,52.8,49.9,2.1,3.3,6.1,future_heat_stress
25.2,25.1,25.3,72.9,72.3,71.5,71.5,71.4,73.2,1.3,0.9,1.0,stable
31.7,32.7,31.3,63.8,54.6,50.7,52.1,47.7,47.3,1.9,2.1,3.7,future_root_zone_stress
31.8,35.3,40.0,59.5,46.8,29.8,62.5,58.5,58.9,2.9,4.8,7.2,future_heat_stress
28.9,30.4,31.2,57.6,45.8,54.5,57.9,52.6,42.4,2.5,3.1,3.6,future_root_zone_stress
28.6,33.7,33.5,57.7,50.9,42.6,57.2,48.1,21.1,2.0,3.7,4.5,future_water_stress
29.4,32.3,31.3,63.5,56.1,46.7,52.0,46.9,40.1,2.9,2.7,3.2,future_root_zone_stress
27.6,26.9,28.1,71.7,70.8,70.5,70.2,70.6,70.3,0.3,1.6,0.0,stable
32.0,34.0,39.4,62.6,40.9,36.3,57.3,56.2,50.0,2.6,4.6,7.1,future_heat_stress
28.3,28.5,31.7,57.7,46.1,41.7,56.8,51.7,46.1,1.1,2.1,4.8,future_root_zone_stress
29.5,28.1,32.7,58.6,50.9,46.0,57.5,45.4,41.1,1.5,3.2,3.8,future_root_zone_stress
25.9,26.3,26.0,71.1,73.3,71.1,65.2,66.3,65.8,1.0,0.7,2.0,stable
31.2,31.9,31.3,59.2,46.3,49.8,52.1,53.3,46.0,2.8,3.6,3.0,future_root_zone_stress
28.5,32.6,38.6,57.0,47.3,27.8,56.9,64.0,53.2,1.5,4.8,5.5,future_heat_stress
30.9,31.3,34.7,57.2,53.8,40.3,64.5,52.8,39.3,1.4,3.5,5.8,future_water_stress
28.3,34.1,36.2,57.3,41.2,25.5,62.6,50.7,46.0,1.3,3.5,7.3,future_heat_stress
27.8,27.9,28.4,63.9,64.8,62.0,73.1,74.5,74.9,0.9,1.2,0.3,stable
26.4,25.6,25.9,74.4,71.4,76.2,61.1,62.5,60.7,0.6,1.3,0.5,stable
27.1,31.3,33.7,55.7,47.4,41.4,51.3,54.1,48.3,2.4,2.6,3.1,future_root_zone_stress
31.4,32.1,35.8,58.3,50.3,41.9,55.9,51.6,40.0,1.5,2.6,5.2,future_water_stress
29.9,31.1,34.2,60.0,46.0,43.5,57.5,41.5,36.6,2.0,3.2,4.6,future_water_stress
29.1,31.5,29.9,63.8,51.6,43.1,57.5,46.3,46.1,1.7,2.5,4.1,future_root_zone_stress
29.6,31.1,29.5,56.0,48.9,53.5,57.2,53.4,42.5,2.6,2.2,3.9,future_root_zone_stress
32.0,32.2,39.0,63.6,47.4,33.9,56.7,59.0,52.3,2.5,4.8,5.9,future_heat_stress
26.2,25.9,25.4,63.2,65.0,64.9,77.0,75.8,76.0,0.2,0.4,0.8,stable
28.3,32.2,35.8,63.4,47.7,43.4,60.3,50.2,27.2,1.2,3.3,4.9,future_water_stress
27.2,29.6,32.0,62.6,53.1,47.2,52.8,54.3,43.3,1.2,3.8,4.8,future_root_zone_stress
30.0,30.9,29.4,52.5,53.2,50.3,56.7,53.5,40.1,2.5,2.9,4.6,future_root_zone_stress
28.0,33.5,39.5,63.7,50.9,26.2,68.1,53.7,52.2,1.3,4.3,6.3,future_heat_stress
29.8,30.8,33.6,61.8,46.6,36.5,56.1,50.3,32.8,1.1,3.0,4.4,future_water_stress
28.8,28.2,32.9,50.8,57.9,47.2,58.0,45.4,48.9,2.1,2.1,4.5,future_root_zone_stress
28.8,31.9,34.8,60.2,49.2,38.5,56.6,40.0,35.6,1.9,3.5,5.3,future_water_stress
29.9,31.6,29.9,53.0,59.4,48.1,59.9,45.6,41.8,1.1,2.7,3.2,future_root_zone_stress
25.8,25.3,26.5,62.4,64.0,62.3,76.1,76.0,77.9,0.5,1.4,1.6,stable
31.6,30.2,33.6,56.6,53.3,41.5,58.9,51.6,39.2,2.0,2.1,5.5,future_water_stress
31.1,30.0,32.2,51.8,51.9,52.3,58.9,52.1,40.1,2.0,3.0,4.5,future_root_zone_stress
25.2,26.1,24.7,68.3,66.1,67.8,78.5,77.4,80.5,1.5,0.7,0.8,stable
30.6,29.1,29.0,64.1,60.0,50.3,55.7,50.9,45.1,2.1,3.5,4.5,future_root_zone_stress
31.9,35.3,36.7,59.0,43.7,28.9,56.5,64.9,55.4,1.4,4.0,5.3,future_heat_stress
30.2,31.3,32.1,58.6,47.3,39.7,60.1,49.7,24.6,1.2,2.5,4.8,future_water_stress
27.0,27.1,27.3,63.1,63.4,65.1,74.5,74.9,73.3,1.5,0.1,1.4,stable
30.2,35.9,38.8,61.6,42.3,29.0,63.4,62.8,53.0,1.3,3.2,5.5,future_heat_stress
28.0,34.9,38.1,58.9,45.8,32.8,59.5,57.1,55.8,1.7,4.6,7.3,future_heat_stress
30.5,30.1,32.7,62.3,59.8,40.0,57.6,53.2,42.9,2.8,2.7,3.7,future_root_zone_stress
31.7,30.9,35.7,64.1,47.8,43.6,58.9,41.6,26.3,1.4,3.7,5.6,future_water_stress
28.6,28.8,29.0,72.1,71.8,71.4,62.8,64.6,63.5,1.6,1.1,1.1,stable
30.6,35.9,38.1,61.7,54.6,38.1,57.4,60.7,55.4,2.3,3.6,5.2,future_heat_stress
29.7,30.3,34.9,59.9,54.0,38.3,62.7,54.1,20.7,1.1,2.7,4.7,future_water_stress
27.4,28.6,30.8,52.2,54.0,46.3,56.2,47.6,44.8,1.4,2.3,4.0,future_root_zone_stress
28.3,33.1,32.9,62.1,45.9,37.5,55.3,42.4,28.4,1.6,3.1,5.9,future_water_stress
28.9,28.3,28.8,78.0,80.6,79.2,78.9,79.2,78.3,1.3,1.5,0.1,stable
30.6,31.2,34.4,56.1,46.0,37.7,57.1,46.1,36.0,1.1,3.8,4.8,future_water_stress
30.5,34.0,34.8,58.2,46.1,38.9,64.5,47.5,34.8,1.8,3.1,4.2,future_water_stress
31.0,31.9,34.6,63.3,51.1,42.4,60.9,51.0,30.7,1.4,3.1,4.4,future_water_stress
28.7,34.7,38.7,59.5,52.7,33.7,62.4,53.0,50.4,2.5,4.8,6.3,future_heat_stress
29.7,35.3,39.7,62.6,41.1,26.1,69.2,63.9,45.8,1.7,4.7,6.9,future_heat_stress
29.2,33.0,39.7,63.8,50.2,39.9,57.1,64.4,48.1,2.3,3.7,7.3,future_heat_stress
28.1,27.4,28.6,60.9,59.7,63.7,78.0,79.2,77.3,0.0,0.7,0.1,stable
27.9,28.5,27.3,62.0,62.9,62.2,60.5,58.6,59.4,0.4,0.2,1.7,stable
26.1,26.9,26.0,73.6,73.9,74.7,75.3,77.1,76.6,1.2,0.6,1.4,stable
28.9,33.6,36.4,57.0,52.5,33.8,68.5,50.2,58.6,2.0,4.7,7.7,future_heat_stress
27.5,30.7,32.1,56.9,45.2,45.1,58.1,53.0,49.7,1.7,3.2,4.2,future_root_zone_stress
29.2,30.1,28.9,64.5,62.0,62.4,65.1,66.9,65.1,0.8,0.3,1.2,stable
29.7,34.2,36.8,58.5,51.1,30.1,65.8,55.7,50.6,1.3,4.5,6.3,future_heat_stress
27.1,30.7,29.4,56.6,55.6,51.1,56.0,49.5,47.4,2.4,3.2,4.4,future_root_zone_stress
30.5,34.9,38.4,60.6,45.1,27.7,64.9,50.5,52.4,2.8,4.0,6.2,future_heat_stress
27.1,32.6,31.4,59.6,59.1,52.0,50.1,47.0,46.4,1.2,2.4,3.8,future_root_zone_stress
28.6,33.6,38.8,59.4,47.4,29.4,68.6,52.1,56.7,1.6,4.8,7.2,future_heat_stress
30.3,31.6,32.2,51.5,46.7,50.6,56.7,52.9,48.7,1.7,2.1,4.5,future_root_zone_stress
25.1,25.3,24.1,70.1,68.4,68.7,65.5,64.2,63.8,1.3,0.1,1.9,stable
30.7,33.1,34.1,56.1,52.9,43.0,61.1,49.6,25.4,1.6,2.7,4.0,future_water_stress
27.8,32.0,33.5,52.9,53.6,53.6,52.2,53.1,41.9,1.2,3.3,4.5,future_root_zone_stress
28.0,31.9,33.0,62.0,56.6,45.3,55.8,52.0,43.0,1.8,3.6,3.2,future_root_zone_stress
29.4,30.0,29.3,78.2,77.5,81.0,68.9,68.9,70.6,0.3,0.4,1.1,stable
29.7,33.7,35.5,61.4,48.3,42.2,63.9,51.0,37.6,1.3,2.1,5.7,future_water_stress
29.4,28.5,29.6,65.6,63.5,63.6,69.2,69.6,68.5,0.4,0.5,0.6,stable
31.7,30.9,33.7,52.9,49.4,43.9,50.7,50.8,47.8,2.6,3.8,4.1,future_root_zone_stress
30.4,33.7,39.5,56.8,51.0,25.6,55.7,53.3,59.3,1.6,4.1,7.0,future_heat_stress
29.3,32.8,31.6,60.7,49.1,54.4,51.6,49.9,40.3,2.5,3.1,4.6,future_root_zone_stress
30.4,33.1,36.5,56.5,41.3,25.2,69.7,57.0,53.5,2.6,3.1,6.9,future_heat_stress
26.9,27.6,27.7,75.5,77.8,76.1,62.4,62.5,61.1,1.7,0.9,1.6,stable
28.5,31.5,33.0,56.2,45.8,37.8,59.2,44.3,31.8,1.6,3.7,5.4,future_water_stress
31.8,30.6,32.3,60.0,57.6,45.7,52.9,52.2,46.7,2.6,2.5,3.2,future_root_zone_stress
28.3,27.4,28.6,69.9,68.5,71.3,69.1,70.5,70.9,1.4,1.2,1.1,stable
30.7,32.9,37.6,61.4,43.4,37.2,68.7,60.3,50.6,2.7,3.4,5.2,future_heat_stress
30.3,33.0,37.3,63.8,50.9,35.3,60.4,54.8,47.3,2.0,4.1,5.4,future_heat_stress
30.5,30.5,32.1,57.0,45.1,43.0,56.4,48.7,35.1,1.8,2.8,4.1,future_water_stress
30.9,34.8,37.2,56.8,52.7,36.0,67.2,54.6,60.0,2.5,3.6,5.4,future_heat_stress
27.0,27.4,28.0,64.8,66.8,65.8,66.5,66.8,64.9,1.8,0.3,0.8,stable
27.8,28.2,30.9,50.6,58.0,46.4,52.7,48.8,43.0,2.2,3.8,4.7,future_root_zone_stress
29.1,34.8,36.7,61.3,45.3,37.7,69.3,58.6,45.1,2.0,4.5,5.9,future_heat_stress
25.2,25.8,25.9,73.2,75.2,75.5,74.5,73.9,74.5,1.1,0.2,1.3,stable
29.7,32.6,39.4,64.9,42.5,31.3,56.5,53.1,45.5,2.9,3.1,6.8,future_heat_stress
31.4,35.5,38.9,57.7,54.4,32.9,65.8,63.6,47.5,2.3,4.8,7.9,future_heat_stress
30.0,31.9,31.4,64.3,55.3,51.1,56.7,48.9,46.3,2.2,3.5,3.5,future_root_zone_stress
28.1,30.3,31.4,59.2,53.2,52.5,58.0,52.6,40.8,3.0,3.7,4.4,future_root_zone_stress
31.3,32.1,33.7,62.3,47.5,35.7,59.3,42.9,34.6,1.7,2.3,5.0,future_water_stress
25.3,24.3,25.5,67.2,69.8,69.9,60.2,60.7,61.6,1.7,0.5,0.4,stable
29.6,34.6,37.3,63.9,40.2,28.9,65.6,58.5,51.2,2.0,4.9,7.7,future_heat_stress
25.3,24.9,24.6,79.2,79.4,77.7,72.4,72.9,74.1,1.8,0.7,0.8,stable
30.2,34.1,38.6,56.0,47.6,38.1,61.4,55.8,54.3,1.7,4.3,7.1,future_heat_stress
27.2,28.3,29.4,61.0,46.1,43.1,50.5,53.6,47.4,1.9,3.9,3.1,future_root_zone_stress
28.2,27.7,27.5,69.6,67.2,70.7,71.5,69.6,70.4,1.3,2.0,1.7,stable
31.9,31.1,35.9,56.6,52.2,38.1,61.1,50.8,30.5,2.0,2.8,4.9,future_water_stress
29.0,33.2,32.2,62.8,46.4,38.2,63.2,40.9,36.6,1.9,2.8,5.1,future_water_stress
29.7,29.0,29.6,60.9,50.3,41.0,57.9,53.0,43.3,2.4,3.9,4.2,future_root_zone_stress
30.5,30.8,34.2,61.4,45.8,38.1,58.9,52.8,22.7,1.3,3.7,4.7,future_water_stress
31.5,30.3,33.4,57.1,59.7,43.3,57.1,51.8,42.5,1.9,2.0,4.3,future_root_zone_stress
31.9,31.8,33.6,64.8,54.0,41.0,63.0,40.9,39.1,1.7,3.3,5.1,future_water_stress
25.4,24.9,24.9,71.9,71.0,71.2,61.8,63.2,59.9,0.6,0.3,0.9,stable
29.9,34.7,38.1,58.8,47.9,31.7,62.9,63.2,53.1,1.8,3.5,6.8,future_heat_stress
30.5,32.4,37.8,59.0,42.9,39.3,62.9,52.5,50.3,1.8,4.0,5.5,future_heat_stress
30.7,33.1,36.5,56.5,40.1,30.1,62.9,63.6,57.1,1.2,4.2,7.9,future_heat_stress
30.5,32.5,35.1,59.1,47.0,39.8,55.8,48.6,37.0,1.8,2.3,4.1,future_water_stress
31.2,32.5,36.1,62.3,52.1,35.9,66.1,52.8,55.0,1.9,4.4,6.0,future_heat_stress
29.4,30.6,32.3,59.8,45.6,44.5,61.3,52.6,30.4,1.9,3.7,5.9,future_water_stress
31.8,28.4,32.4,52.8,58.7,41.2,50.3,50.6,40.8,1.1,2.5,4.1,future_root_zone_stress
29.1,29.3,28.3,72.5,74.7,73.0,79.5,80.5,79.8,1.0,0.5,0.6,stable
29.0,28.8,29.4,64.2,61.5,67.0,73.8,72.7,75.7,0.3,0.5,1.3,stable
31.7,28.5,31.2,62.3,50.1,42.0,56.0,53.8,43.4,2.6,3.3,4.1,future_root_zone_stress
28.1,30.4,34.2,60.5,46.4,43.2,56.6,50.8,37.4,1.5,2.0,4.8,future_water_stress
29.3,29.6,30.1,65.5,63.2,66.4,60.9,59.1,59.8,0.1,0.2,1.5,stable
31.1,32.4,36.9,58.7,44.1,26.2,67.5,57.1,57.9,2.3,3.3,6.8,future_heat_stress
30.1,30.2,33.8,54.0,55.4,45.9,53.6,48.1,45.8,2.7,2.2,4.3,future_root_zone_stress
28.3,34.3,37.1,60.9,54.9,28.2,68.2,61.3,53.7,1.8,3.3,7.6,future_heat_stress
28.5,32.2,32.1,60.4,52.4,41.5,60.7,44.6,32.4,1.9,3.9,4.6,future_water_stress
26.9,27.1,27.0,66.4,63.4,69.4,70.6,71.4,72.6,0.9,0.8,1.9,stable
26.1,25.8,26.8,72.7,72.6,73.4,79.9,81.2,79.3,0.5,1.7,0.6,stable
30.7,33.5,32.4,58.0,45.0,40.5,59.0,49.4,31.2,1.4,2.2,4.2,future_water_stress
26.5,25.5,26.2,66.9,68.6,66.7,79.0,80.7,79.3,1.3,1.7,1.7,stable
29.3,29.2,28.7,67.4,66.8,64.7,70.5,68.7,70.9,0.9,0.4,0.4,stable
28.3,32.6,36.7,55.2,47.3,25.3,60.4,56.2,50.6,1.8,4.8,5.4,future_heat_stress
29.3,32.4,35.9,60.5,46.1,42.3,59.4,50.3,27.5,1.2,3.0,4.7,future_water_stress
30.5,34.3,39.0,61.9,45.0,26.6,68.4,60.1,48.6,1.1,4.0,6.2,future_heat_stress
27.2,27.6,26.8,71.6,69.6,71.3,78.1,78.6,77.5,0.1,1.6,0.1,stable
27.1,26.5,27.6,76.1,77.8,76.2,72.7,71.0,74.3,0.7,0.6,1.8,stable
28.5,32.6,30.8,52.9,49.2,52.0,57.8,47.3,47.1,3.0,2.4,4.6,future_root_zone_stress
31.3,35.3,36.9,59.9,53.3,32.8,57.7,55.3,56.6,2.9,3.8,7.3,future_heat_stress
26.1,26.8,26.3,79.7,82.1,78.8,60.7,58.7,61.6,1.7,0.6,1.4,stable
28.6,31.1,34.2,60.3,51.5,41.3,63.7,46.6,36.3,1.1,2.7,5.5,future_water_stress
29.1,32.9,33.9,62.3,54.9,41.7,60.1,54.0,33.3,1.6,2.5,6.0,future_water_stress
28.4,35.7,40.0,62.9,53.7,36.3,65.9,53.2,50.6,2.6,4.3,5.8,future_heat_stress
30.9,32.3,38.0,61.4,49.2,37.6,57.5,50.7,45.1,1.5,4.3,7.6,future_heat_stress
30.1,31.9,32.8,62.8,53.7,36.2,64.0,40.2,39.7,1.0,2.2,6.0,future_water_stress
31.2,28.3,32.7,60.0,54.1,44.5,57.9,45.4,40.5,1.2,2.2,3.1,future_root_zone_stress
30.9,32.4,33.1,64.9,53.2,36.8,58.6,54.4,34.1,1.4,2.5,5.8,future_water_stress
28.3,28.0,27.9,72.4,70.4,71.1,69.9,71.5,68.2,0.9,1.8,1.6,stable
28.9,28.7,28.1,72.8,71.2,70.7,64.2,65.5,66.0,1.2,0.6,0.9,stable
29.5,34.3,38.5,58.0,47.9,35.9,63.1,63.8,45.9,1.8,3.0,7.8,future_heat_stress
31.4,30.5,34.2,55.1,51.1,41.4,58.8,47.8,28.7,1.7,2.6,5.9,future_water_stress
29.2,30.6,35.5,61.7,46.2,40.7,55.7,43.7,31.0,1.8,3.5,4.5,future_water_stress
31.6,28.8,29.4,63.7,59.4,52.0,58.6,53.3,41.4,1.1,3.8,3.5,future_root_zone_stress
32.0,31.8,32.7,64.3,52.6,43.5,58.6,44.1,38.3,1.5,3.8,5.4,future_water_stress
29.5,34.0,39.6,55.3,51.8,27.9,69.0,61.7,58.5,2.4,3.9,5.9,future_heat_stress
29.8,32.7,36.4,60.8,44.6,39.9,69.2,62.5,54.6,2.8,3.1,7.9,future_heat_stress
30.7,32.7,37.3,62.9,46.5,33.8,65.3,56.2,52.0,2.0,4.7,6.5,future_heat_stress
28.5,33.3,37.3,56.8,47.9,31.2,62.8,61.0,59.9,2.1,3.8,7.6,future_heat_stress
26.5,26.5,26.6,74.9,74.9,72.7,78.7,78.9,80.2,1.8,0.5,0.3,stable
28.4,29.2,28.7,65.9,66.6,64.3,68.7,70.6,68.0,0.8,0.4,0.1,stable
31.3,32.8,37.5,58.2,52.0,36.5,64.8,63.1,55.6,2.0,3.9,6.6,future_heat_stress
30.3,28.0,29.3,56.1,55.8,42.8,53.1,52.5,42.8,1.1,3.1,5.0,future_root_zone_stress
29.6,32.4,34.9,62.6,51.8,36.3,58.0,43.3,25.3,1.8,3.1,4.8,future_water_stress
29.0,33.6,39.0,55.1,49.2,26.4,55.6,54.0,57.6,2.8,4.3,7.2,future_heat_stress
29.6,30.4,29.5,69.1,70.9,67.9,77.7,77.7,76.9,0.6,0.6,1.4,stable
32.0,30.5,32.0,60.6,51.4,35.7,61.7,42.7,21.8,1.6,2.8,4.1,future_water_stress
29.5,29.0,29.3,63.4,61.9,61.7,78.9,77.6,78.3,1.6,1.5,1.6,stable
26.9,26.5,26.0,76.6,75.6,79.4,70.5,70.1,69.6,0.8,1.8,1.7,stable
30.4,31.3,35.9,55.5,46.3,42.1,61.8,48.4,30.7,1.6,2.9,5.5,future_water_stress
31.1,32.4,32.8,53.4,57.8,52.2,55.6,47.4,43.6,2.5,2.6,4.7,future_root_zone_stress
31.3,31.9,35.3,63.7,50.9,37.3,59.8,42.2,23.7,1.3,2.4,5.0,future_water_stress
29.1,31.3,34.7,59.5,45.9,42.6,62.9,40.3,31.2,1.7,3.2,5.6,future_water_stress
28.2,27.4,27.4,78.1,77.9,78.0,68.2,67.3,67.3,1.3,1.1,0.4,stable
30.4,35.6,39.8,56.1,45.6,31.3,58.6,61.5,48.2,2.3,3.7,5.3,future_heat_stress
28.6,31.4,34.9,59.1,45.8,44.7,58.2,50.6,27.9,1.8,2.4,5.0,future_water_stress
29.9,29.9,31.8,58.6,47.6,43.5,58.8,45.8,49.4,1.3,2.5,4.3,future_root_zone_stress
29.2,32.0,30.1,51.3,52.2,48.8,57.6,47.4,46.2,2.0,2.1,4.7,future_root_zone_stress
26.9,26.0,25.9,76.5,74.8,73.9,65.5,65.1,66.4,1.3,1.0,1.2,stable
29.1,34.9,36.8,61.7,42.2,35.8,68.5,53.1,48.1,2.4,4.0,6.1,future_heat_stress
26.4,27.2,25.5,73.4,71.2,72.3,64.9,66.0,66.1,1.2,2.0,0.7,stable
28.5,33.1,38.2,60.3,47.6,39.0,69.5,60.6,58.2,2.2,4.4,5.3,future_heat_stress
28.8,35.6,37.6,57.8,42.8,31.6,67.9,60.1,47.2,1.4,4.9,5.1,future_heat_stress
26.0,26.7,25.5,70.7,73.2,68.9,64.1,65.7,65.9,1.3,1.9,1.1,stable
28.2,32.8,38.8,56.0,52.3,37.2,56.7,55.3,50.2,2.5,3.9,5.7,future_heat_stress
30.2,32.8,38.2,61.1,48.3,31.5,63.4,58.9,58.0,2.5,3.1,5.8,future_heat_stress
28.8,30.0,30.3,63.9,52.0,49.9,53.7,50.9,48.5,1.3,2.6,4.8,future_root_zone_stress
30.4,33.7,32.1,59.7,46.8,37.6,55.3,40.1,32.4,1.4,3.3,4.2,future_water_stress
29.7,29.6,29.8,66.6,69.1,64.7,66.0,64.6,66.2,1.6,1.0,0.3,stable
29.7,33.6,32.2,56.3,48.1,38.8,63.3,52.1,39.3,1.6,3.1,4.6,future_water_stress
